"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings","Home_xG","Away_xG","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","F1",2024-04-14,"Clermont","Montpellier",1,1,"D",1,0,"H",3.37,3.65,2.16,"1-0","1-1",10,2,14,6,1,1,0,0,3,4,12,14,2,7,26,"3-4","Y","N","N",2,0,"Clermont-Montpellier","Thomas Léonard",101,2,80,20,100,40,140,1600,14,160,560,707,280,1.5,1.4,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,94,0,58,0,94,58,152,94,58,58,1,71
"2","F1",2024-04-21,"Reims","Montpellier",1,2,"A",0,1,"A",2,3.69,3.79,"0-1","1-2",22,4,12,5,3,3,0,0,8,4,15,10,3,12,25,"8-4","Y","Y","N",6,0,"Reims-Montpellier","Pierre Gaillouste",178,3,38,60,900,180,720,2280,36,114,456,2136,2160,1.5,1.6,1,0,0,0,2,3,0,0,10,0,10,20,30,50,500,183,0,198,0,183,198,381,42,47,42,0,111
"3","F1",2024-04-26,"Montpellier","Nantes",1,1,"D",1,1,"D",2.04,3.6,3.85,"1-1","1-1",8,1,15,5,2,1,2,0,3,6,11,14,2,9,25,"3-6","Y","N","N",3,2,"Montpellier-Nantes","Jeremy Stinat",9,2,47,80,700,160,720,3760,18,94,423,81,1440,0.8,1.3,2,1,0,0,0,0,2,0,20,10,30,50,0,50,1500,69,372,50,0,441,50,491,24,50,24,0,102
"4","F1",2024-05-03,"Toulouse","Montpellier",1,2,"A",1,1,"D",2.1,3.81,3.44,"1-1","1-2",15,5,5,3,3,4,1,1,8,0,17,14,3,8,31,"8-0","Y","Y","N",7,2,"Toulouse-Montpellier","Marc Bollengier",142,3,42,120,3575,360,960,5040,24,126,336,1136,2880,1.3,0.5,0,2,0,0,2,1,0,1,0,20,20,20,35,55,1100,114,0,165,130,114,295,409,54,26,26,0,134
"5","F1",2024-05-12,"Montpellier","Monaco",0,2,"A",0,0,"D",3.92,4.26,1.83,"0-0","0-2",14,3,19,9,1,1,0,0,3,3,20,10,2,6,30,"3-3","Y","N","N",2,0,"Montpellier-Monaco","Stéphanie Frappart",117,2,39,20,100,40,120,780,12,78,234,702,240,0.8,2,1,0,0,0,0,1,0,0,10,0,10,0,10,10,100,19,0,72,0,19,72,91,19,72,19,0,58
"6","F1",2024-05-19,"Lens","Montpellier",2,2,"D",2,0,"H",1.43,5.16,6.65,"2-0","2-2",27,13,11,2,0,1,0,0,1,0,10,13,4,1,23,"1-0","Y","Y","Y",1,0,"Lens-Montpellier","Thomas Léonard",181,4,89,10,0,40,10,890,4,356,89,181,40,5.2,0.8,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,0,95,0,0,95,95,0,95,0,0,68
"7","F1",2024-04-13,"Strasbourg","Reims",3,1,"H",1,1,"D",2.64,3.32,2.83,"1-1","3-1",13,6,8,2,1,3,0,1,5,4,9,18,4,9,27,"5-4","Y","Y","Y",4,1,"Strasbourg-Reims","Willy Delajod",191,4,81,65,550,260,585,5265,36,324,729,1719,2340,2.2,0.5,1,1,0,0,0,1,0,0,10,10,20,0,10,10,200,28,0,107,0,28,107,135,28,28,28,1,132
"8","F1",2024-04-21,"Lille","Strasbourg",1,0,"H",1,0,"H",1.62,4.07,5.71,"1-0","1-0",6,2,8,2,2,3,0,0,4,4,11,19,1,8,30,"4-4","N","N","N",5,0,"Lille-Strasbourg","Benoît Millot",12,1,9,50,600,50,400,450,8,9,72,96,400,0.8,1.3,1,1,0,0,1,2,0,0,10,10,20,10,20,30,600,118,0,201,0,118,201,319,23,44,23,0,64
"9","F1",2024-04-28,"Strasbourg","Nice",1,3,"A",1,1,"D",3.24,3.22,2.42,"1-1","1-3",13,5,8,4,2,3,0,0,2,3,11,14,4,5,25,"2-3","Y","Y","Y",5,0,"Strasbourg-Nice","Thomas Léonard",197,4,70,50,600,200,250,3500,20,280,350,985,1000,0.6,1.6,0,1,0,0,2,2,0,0,0,10,10,20,20,40,400,112,0,212,0,112,212,324,49,34,34,1,110
"10","F1",2024-05-04,"Le Havre","Strasbourg",3,1,"H",1,0,"H",2.44,3.28,3.15,"1-0","3-1",15,7,5,3,3,1,0,0,3,2,6,13,4,5,19,"3-2","Y","Y","Y",4,0,"Le Havre-Strasbourg","Jérôme Brisard",265,4,46,40,300,160,200,1840,20,184,230,1325,800,1.8,1,1,0,0,0,2,1,0,0,10,0,10,20,10,30,300,183,0,75,0,183,75,258,41,75,41,0,95
"11","F1",2024-05-12,"Strasbourg","Metz",2,1,"H",0,0,"D",2.19,3.72,3.25,"0-0","2-1",10,2,11,2,2,2,0,0,3,6,10,10,3,9,20,"3-6","Y","Y","N",4,0,"Strasbourg-Metz","François Letexier",233,3,28,40,400,120,360,1120,27,84,252,2097,1080,1.2,0.8,0,1,0,0,2,1,0,0,0,10,10,20,10,30,300,189,0,95,0,189,95,284,91,11,11,0,92
"12","F1",2024-05-19,"Lyon","Strasbourg",2,1,"H",1,0,"H",1.4,5.22,7.3,"1-0","2-1",15,6,10,4,1,0,0,0,7,2,7,10,3,9,17,"7-2","Y","Y","N",1,0,"Lyon-Strasbourg","Eric Wattellier",192,3,39,10,0,30,90,390,27,117,351,1728,270,2.8,1.1,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,97,0,98,0,97,98,195,97,98,97,2,97
"13","F1",2024-05-19,"Lyon","Strasbourg",2,1,"H",1,0,"H",1.4,5.22,7.3,"1-0","2-1",15,6,10,4,1,0,0,0,7,2,7,10,3,9,17,"7-2","Y","Y","N",1,0,"Lyon-Strasbourg","Eric Wattellier",151.5,2.91666666666667,50.6666666666667,47.0833333333333,652.083333333333,136.666666666667,379.583333333333,2242.91666666667,20.5,160.5,340.166666666667,1074.41666666667,1077.5,1.70833333333333,1.15833333333333,0.583333333333333,0.583333333333333,0,0,1.08333333333333,1.25,0.166666666666667,0.0833333333333333,5.83333333333333,5.83333333333333,11.6666666666667,15,14.5833333333333,29.5833333333333,416.666666666667,100.5,31,118.833333333333,10.8333333333333,131.5,129.666666666667,261.166666666667,46.8333333333333,53.1666666666667,33.5833333333333,0.416666666666667,94.5
