"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings","Home_xG","Away_xG","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","F1",2024-04-21,"Paris SG","Lyon",4,1,"H",4,1,"H",1.5,5.06,5.71,"4-1","4-1",14,6,16,6,0,0,0,0,4,10,9,10,5,14,19,"4-10","Y","Y","Y",0,0,"Paris SG-Lyon","François Letexier",121,5,121,0,0,0,0,0,70,605,1694,1694,0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
"2","F1",2024-04-24,"Lorient","Paris SG",1,4,"A",0,2,"A",7.76,5.46,1.38,"0-2","1-4",11,6,15,7,1,1,0,0,3,6,8,7,5,9,15,"3-6","Y","Y","Y",2,0,"Lorient-Paris SG","Marc Bollengier",264,5,43,20,100,100,180,860,45,215,387,2376,900,0.9,1.6,0,1,0,0,1,0,0,0,0,10,10,10,0,10,100,63,0,26,0,63,26,89,63,26,26,0,112
"3","F1",2024-04-27,"Paris SG","Le Havre",3,3,"D",1,2,"A",1.34,5.5,9.32,"1-2","3-3",17,4,6,4,2,1,0,0,11,2,10,8,6,13,18,"11-2","Y","Y","Y",3,0,"Paris SG-Le Havre","Willy Delajod",315,6,189,30,200,180,390,5670,78,1134,2457,4095,2340,2.6,1,0,0,0,0,2,1,0,0,0,0,0,20,10,30,0,167,0,97,0,167,97,264,74,97,74,1,154
"4","F1",2024-05-12,"Paris SG","Toulouse",1,3,"A",1,1,"D",1.38,5.96,6.92,"1-1","1-3",15,3,18,5,0,0,0,0,4,6,12,8,4,10,20,"4-6","Y","Y","Y",0,0,"Paris SG-Toulouse","Florent Batta",179,4,72,0,0,0,0,0,40,288,720,1790,0,1.8,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
"5","F1",2024-05-15,"Nice","Paris SG",1,2,"A",1,2,"A",2.44,3.85,2.76,"1-2","1-2",12,4,11,4,1,3,1,0,7,2,13,10,3,9,23,"7-2","Y","Y","N",4,1,"Nice-Paris SG","Ruddy Buquet",73,3,96,65,1050,195,585,6240,27,288,864,657,1755,1.4,1,0,3,0,0,1,0,1,0,0,30,30,35,0,35,1050,93,150,79,0,243,79,322,93,20,20,0,107
"6","F1",2024-05-19,"Metz","Paris SG",0,2,"A",0,2,"A",5.23,4.41,1.6,"0-2","0-2",10,2,20,8,2,1,0,0,1,11,6,9,2,12,15,"1-11","Y","N","N",3,0,"Metz-Paris SG","Gaël Angoula",19,2,47,30,200,60,360,1410,24,94,564,228,720,0.9,2,0,1,0,0,2,0,0,0,0,10,10,20,0,20,200,165,0,44,0,165,44,209,79,44,44,0,81
"7","F1",2024-04-13,"Rennes","Toulouse",1,2,"A",1,2,"A",1.81,3.79,4.59,"1-2","1-2",19,4,10,3,3,3,0,0,8,4,20,18,3,12,38,"8-4","Y","Y","N",6,0,"Rennes-Toulouse","Florent Batta",74,3,80,60,900,180,720,4800,36,240,960,888,2160,1,0.5,0,1,0,0,3,2,0,0,0,10,10,30,20,50,500,239,0,203,0,239,203,442,60,34,34,0,111
"8","F1",2024-04-20,"Nantes","Rennes",0,3,"A",0,0,"D",3.11,3.3,2.45,"0-0","0-3",6,4,14,5,1,4,0,0,3,7,16,11,3,10,27,"3-7","Y","Y","N",5,0,"Nantes-Rennes","Willy Delajod",232,3,34,50,400,150,500,1700,30,102,340,2320,1500,0.2,2.4,0,2,0,0,1,2,0,0,0,20,20,10,20,30,600,84,0,200,0,84,200,284,84,40,40,1,110
"9","F1",2024-04-28,"Rennes","Brest",4,5,"A",2,1,"H",2.28,3.39,3.33,"2-1","4-5",21,7,10,5,4,1,0,0,7,4,14,15,9,11,29,"7-4","Y","Y","Y",5,0,"Rennes-Brest","Benoît Bastien",429,9,117,50,400,450,550,5850,99,1053,1287,4719,4950,2.6,2,1,0,0,0,3,1,0,0,10,0,10,30,10,40,400,278,0,75,0,278,75,353,46,75,46,0,193
"10","F1",2024-05-04,"Metz","Rennes",2,3,"A",2,1,"H",3.49,3.75,2.08,"2-1","2-3",7,4,21,9,2,3,1,0,2,5,15,14,5,7,29,"2-5","Y","Y","Y",5,1,"Metz-Rennes","Ruddy Buquet",247,5,50,75,1350,375,525,3750,35,250,350,1729,2625,0.6,2.1,0,1,0,0,2,2,1,0,0,10,10,45,20,65,650,146,190,215,0,336,215,551,71,44,44,1,146
