"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings","Home_xG","Away_xG","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","F1",2024-04-13,"Strasbourg","Reims",3,1,"H",1,1,"D",2.64,3.32,2.83,"1-1","3-1",13,6,8,2,1,3,0,1,5,4,9,18,4,9,27,"5-4","Y","Y","Y",4,1,"Strasbourg-Reims","Willy Delajod",191,4,81,65,550,260,585,5265,36,324,729,1719,2340,2.2,0.5,1,1,0,0,0,1,0,0,10,10,20,0,10,10,200,28,0,107,0,28,107,135,28,28,28,1,132
"2","F1",2024-04-21,"Lille","Strasbourg",1,0,"H",1,0,"H",1.62,4.07,5.71,"1-0","1-0",6,2,8,2,2,3,0,0,4,4,11,19,1,8,30,"4-4","N","N","N",5,0,"Lille-Strasbourg","Benoît Millot",12,1,9,50,600,50,400,450,8,9,72,96,400,0.8,1.3,1,1,0,0,1,2,0,0,10,10,20,10,20,30,600,118,0,201,0,118,201,319,23,44,23,0,64
"3","F1",2024-04-28,"Strasbourg","Nice",1,3,"A",1,1,"D",3.24,3.22,2.42,"1-1","1-3",13,5,8,4,2,3,0,0,2,3,11,14,4,5,25,"2-3","Y","Y","Y",5,0,"Strasbourg-Nice","Thomas Léonard",197,4,70,50,600,200,250,3500,20,280,350,985,1000,0.6,1.6,0,1,0,0,2,2,0,0,0,10,10,20,20,40,400,112,0,212,0,112,212,324,49,34,34,1,110
"4","F1",2024-05-04,"Le Havre","Strasbourg",3,1,"H",1,0,"H",2.44,3.28,3.15,"1-0","3-1",15,7,5,3,3,1,0,0,3,2,6,13,4,5,19,"3-2","Y","Y","Y",4,0,"Le Havre-Strasbourg","Jérôme Brisard",265,4,46,40,300,160,200,1840,20,184,230,1325,800,1.8,1,1,0,0,0,2,1,0,0,10,0,10,20,10,30,300,183,0,75,0,183,75,258,41,75,41,0,95
"5","F1",2024-05-12,"Strasbourg","Metz",2,1,"H",0,0,"D",2.19,3.72,3.25,"0-0","2-1",10,2,11,2,2,2,0,0,3,6,10,10,3,9,20,"3-6","Y","Y","N",4,0,"Strasbourg-Metz","François Letexier",233,3,28,40,400,120,360,1120,27,84,252,2097,1080,1.2,0.8,0,1,0,0,2,1,0,0,0,10,10,20,10,30,300,189,0,95,0,189,95,284,91,11,11,0,92
"6","F1",2024-05-19,"Lyon","Strasbourg",2,1,"H",1,0,"H",1.4,5.22,7.3,"1-0","2-1",15,6,10,4,1,0,0,0,7,2,7,10,3,9,17,"7-2","Y","Y","N",1,0,"Lyon-Strasbourg","Eric Wattellier",192,3,39,10,0,30,90,390,27,117,351,1728,270,2.8,1.1,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,97,0,98,0,97,98,195,97,98,97,2,97
"7","F1",2024-04-13,"Rennes","Toulouse",1,2,"A",1,2,"A",1.81,3.79,4.59,"1-2","1-2",19,4,10,3,3,3,0,0,8,4,20,18,3,12,38,"8-4","Y","Y","N",6,0,"Rennes-Toulouse","Florent Batta",74,3,80,60,900,180,720,4800,36,240,960,888,2160,1,0.5,0,1,0,0,3,2,0,0,0,10,10,30,20,50,500,239,0,203,0,239,203,442,60,34,34,0,111
"8","F1",2024-04-21,"Toulouse","Marseille",2,2,"D",1,1,"D",2.85,3.25,2.67,"1-1","2-2",10,3,11,3,1,2,0,0,7,4,11,13,4,11,24,"7-4","Y","Y","Y",3,0,"Toulouse-Marseille","Clément Turpin",255,4,70,30,200,120,330,2100,44,280,770,2805,1320,0.5,1.1,1,1,0,0,0,1,0,0,10,10,20,0,10,10,200,39,0,80,0,39,80,119,39,33,33,0,108
"9","F1",2024-04-28,"Lorient","Toulouse",1,2,"A",1,0,"H",2.69,3.41,2.72,"1-0","1-2",15,5,14,5,1,3,0,0,5,1,14,17,3,6,31,"5-1","Y","Y","N",4,0,"Lorient-Toulouse","Gaël Angoula",161,3,40,40,300,120,240,1600,18,120,240,966,720,1.4,1.8,1,1,0,0,0,2,0,0,10,10,20,0,20,20,400,31,0,176,0,31,176,207,31,38,31,0,83
"10","F1",2024-05-03,"Toulouse","Montpellier",1,2,"A",1,1,"D",2.1,3.81,3.44,"1-1","1-2",15,5,5,3,3,4,1,1,8,0,17,14,3,8,31,"8-0","Y","Y","N",7,2,"Toulouse-Montpellier","Marc Bollengier",142,3,42,120,3575,360,960,5040,24,126,336,1136,2880,1.3,0.5,0,2,0,0,2,1,0,1,0,20,20,20,35,55,1100,114,0,165,130,114,295,409,54,26,26,0,134
"11","F1",2024-05-12,"Paris SG","Toulouse",1,3,"A",1,1,"D",1.38,5.96,6.92,"1-1","1-3",15,3,18,5,0,0,0,0,4,6,12,8,4,10,20,"4-6","Y","Y","Y",0,0,"Paris SG-Toulouse","Florent Batta",179,4,72,0,0,0,0,0,40,288,720,1790,0,1.8,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
"12","F1",2024-05-19,"Toulouse","Brest",0,3,"A",0,0,"D",3.84,3.95,1.9,"0-0","0-3",8,2,12,6,1,2,0,0,6,2,12,17,3,8,29,"6-2","Y","Y","N",3,0,"Toulouse-Brest","Jérémie Pignard",192,3,91,30,200,90,240,2730,24,273,728,1536,720,0.9,1.6,0,0,0,0,1,2,0,0,0,0,0,10,20,30,0,53,0,162,0,53,162,215,53,79,53,0,84
