"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings","Home_xG","Away_xG","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","F1",2024-04-13,"Rennes","Toulouse",1,2,"A",1,2,"A",1.81,3.79,4.59,"1-2","1-2",19,4,10,3,3,3,0,0,8,4,20,18,3,12,38,"8-4","Y","Y","N",6,0,"Rennes-Toulouse","Florent Batta",74,3,80,60,900,180,720,4800,36,240,960,888,2160,1,0.5,0,1,0,0,3,2,0,0,0,10,10,30,20,50,500,239,0,203,0,239,203,442,60,34,34,0,111
"2","F1",2024-04-20,"Nantes","Rennes",0,3,"A",0,0,"D",3.11,3.3,2.45,"0-0","0-3",6,4,14,5,1,4,0,0,3,7,16,11,3,10,27,"3-7","Y","Y","N",5,0,"Nantes-Rennes","Willy Delajod",232,3,34,50,400,150,500,1700,30,102,340,2320,1500,0.2,2.4,0,2,0,0,1,2,0,0,0,20,20,10,20,30,600,84,0,200,0,84,200,284,84,40,40,1,110
"3","F1",2024-04-28,"Rennes","Brest",4,5,"A",2,1,"H",2.28,3.39,3.33,"2-1","4-5",21,7,10,5,4,1,0,0,7,4,14,15,9,11,29,"7-4","Y","Y","Y",5,0,"Rennes-Brest","Benoît Bastien",429,9,117,50,400,450,550,5850,99,1053,1287,4719,4950,2.6,2,1,0,0,0,3,1,0,0,10,0,10,30,10,40,400,278,0,75,0,278,75,353,46,75,46,0,193
"4","F1",2024-05-04,"Metz","Rennes",2,3,"A",2,1,"H",3.49,3.75,2.08,"2-1","2-3",7,4,21,9,2,3,1,0,2,5,15,14,5,7,29,"2-5","Y","Y","Y",5,1,"Metz-Rennes","Ruddy Buquet",247,5,50,75,1350,375,525,3750,35,250,350,1729,2625,0.6,2.1,0,1,0,0,2,2,1,0,0,10,10,45,20,65,650,146,190,215,0,336,215,551,71,44,44,1,146
"5","F1",2024-05-12,"Rennes","Lens",1,1,"D",0,0,"D",2.51,3.59,2.81,"0-0","1-1",16,6,8,4,2,3,0,0,4,3,12,14,2,7,26,"4-3","Y","N","N",5,0,"Rennes-Lens","Benoît Millot",130,2,45,50,600,100,350,2250,14,90,315,910,700,1.4,0.4,1,2,0,0,1,1,0,0,10,20,30,10,10,20,600,125,0,144,0,125,144,269,42,21,21,0,76
"6","F1",2024-05-19,"Reims","Rennes",2,1,"H",0,0,"D",2.85,3.54,2.47,"0-0","2-1",6,4,15,5,1,1,0,0,2,4,11,17,3,6,28,"2-4","Y","Y","N",2,0,"Reims-Rennes","Mathieu Vernice",218,3,55,20,100,60,120,1100,18,165,330,1308,360,1.3,1.5,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,84,0,85,0,84,85,169,84,85,84,1,83
"7","F1",2024-04-14,"Lyon","Brest",4,3,"H",1,0,"H",2.28,3.31,3.41,"1-0","4-3",16,8,22,7,5,5,1,1,10,7,12,7,7,17,19,"10-7","Y","Y","Y",10,2,"Lyon-Brest","Mathieu Vernice",448,7,148,150,5625,1050,2550,22200,119,1036,2516,7616,17850,2.1,1.7,0,2,0,0,4,2,0,0,0,20,20,40,20,60,1200,303,0,252,0,303,252,555,57,17,17,1,246
"8","F1",2024-04-21,"Paris SG","Lyon",4,1,"H",4,1,"H",1.5,5.06,5.71,"4-1","4-1",14,6,16,6,0,0,0,0,4,10,9,10,5,14,19,"4-10","Y","Y","Y",0,0,"Paris SG-Lyon","François Letexier",121,5,121,0,0,0,0,0,70,605,1694,1694,0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
"9","F1",2024-04-28,"Lyon","Monaco",3,2,"H",2,1,"H",2.61,3.79,2.59,"2-1","3-2",15,4,13,5,1,3,0,0,3,3,15,14,5,6,29,"3-3","Y","Y","Y",4,0,"Lyon-Monaco","Bastien Dechepy",193,5,58,40,300,200,240,2320,30,290,348,1158,1200,2.2,1.7,1,1,0,0,0,2,0,0,10,10,20,0,20,20,400,38,0,141,0,38,141,179,38,25,25,0,113
"10","F1",2024-05-06,"Lille","Lyon",3,4,"A",2,0,"H",1.92,3.89,3.9,"2-0","3-4",8,5,11,7,3,1,0,0,4,4,14,14,7,8,28,"4-4","Y","Y","Y",4,0,"Lille-Lyon","Benoît Bastien",468,7,104,40,300,280,320,4160,56,728,832,3744,2240,0.9,2.4,1,1,0,0,2,0,0,0,10,10,20,20,0,20,400,202,0,35,0,202,35,237,28,35,28,0,149
