"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings","Home_xG","Away_xG","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","F1",2024-04-13,"Strasbourg","Reims",3,1,"H",1,1,"D",2.64,3.32,2.83,"1-1","3-1",13,6,8,2,1,3,0,1,5,4,9,18,4,9,27,"5-4","Y","Y","Y",4,1,"Strasbourg-Reims","Willy Delajod",191,4,81,65,550,260,585,5265,36,324,729,1719,2340,2.2,0.5,1,1,0,0,0,1,0,0,10,10,20,0,10,10,200,28,0,107,0,28,107,135,28,28,28,1,132
"2","F1",2024-04-21,"Reims","Montpellier",1,2,"A",0,1,"A",2,3.69,3.79,"0-1","1-2",22,4,12,5,3,3,0,0,8,4,15,10,3,12,25,"8-4","Y","Y","N",6,0,"Reims-Montpellier","Pierre Gaillouste",178,3,38,60,900,180,720,2280,36,114,456,2136,2160,1.5,1.6,1,0,0,0,2,3,0,0,10,0,10,20,30,50,500,183,0,198,0,183,198,381,42,47,42,0,111
"3","F1",2024-04-28,"Clermont","Reims",4,1,"H",1,1,"D",3.56,3.6,2.1,"1-1","4-1",12,6,10,3,0,3,0,1,5,5,9,12,5,10,21,"5-5","Y","Y","Y",3,1,"Clermont-Reims","Florent Batta",289,5,73,55,0,275,550,4015,50,365,730,2890,2750,2.9,0.9,0,0,0,0,0,3,0,1,0,0,0,0,55,55,0,0,0,173,154,0,327,327,0,54,0,2,155
"4","F1",2024-05-10,"Brest","Reims",1,1,"D",1,1,"D",1.7,4.01,5.2,"1-1","1-1",16,5,8,2,2,3,0,0,3,4,12,12,2,7,24,"3-4","Y","N","N",5,0,"Brest-Reims","Jérôme Brisard",70,2,18,50,600,100,350,900,14,36,126,490,700,1.3,0.6,0,2,0,0,2,1,0,0,0,20,20,20,10,30,600,168,0,117,0,168,117,285,73,9,9,0,76
"5","F1",2024-05-15,"Reims","Marseille",1,0,"H",1,0,"H",3.3,3.68,2.18,"1-0","1-0",10,3,19,3,3,1,0,0,3,10,17,9,1,13,26,"3-10","N","N","N",4,0,"Reims-Marseille","Hakim Ben El Hadj Salem",33,1,99,40,300,40,520,3960,13,99,1287,429,520,1.1,1.7,2,0,0,0,1,1,0,0,20,0,20,10,10,20,400,114,0,55,0,114,55,169,18,55,18,0,74
"6","F1",2024-05-19,"Reims","Rennes",2,1,"H",0,0,"D",2.85,3.54,2.47,"0-0","2-1",6,4,15,5,1,1,0,0,2,4,11,17,3,6,28,"2-4","Y","Y","N",2,0,"Reims-Rennes","Mathieu Vernice",218,3,55,20,100,60,120,1100,18,165,330,1308,360,1.3,1.5,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,84,0,85,0,84,85,169,84,85,84,1,83
"7","F1",2024-04-21,"Lille","Strasbourg",1,0,"H",1,0,"H",1.62,4.07,5.71,"1-0","1-0",6,2,8,2,2,3,0,0,4,4,11,19,1,8,30,"4-4","N","N","N",5,0,"Lille-Strasbourg","Benoît Millot",12,1,9,50,600,50,400,450,8,9,72,96,400,0.8,1.3,1,1,0,0,1,2,0,0,10,10,20,10,20,30,600,118,0,201,0,118,201,319,23,44,23,0,64
"8","F1",2024-04-24,"Monaco","Lille",1,0,"H",0,0,"D",2.32,3.63,3.07,"0-0","1-0",19,7,13,4,1,2,0,0,7,5,9,9,1,12,18,"7-5","N","N","N",3,0,"Monaco-Lille","Clément Turpin",61,1,19,30,200,30,360,570,12,19,228,732,360,1.6,1.3,1,0,0,0,0,2,0,0,10,0,10,0,20,20,200,21,0,120,0,21,120,141,21,54,21,0,66
"9","F1",2024-04-28,"Metz","Lille",1,2,"A",1,2,"A",4.73,3.92,1.76,"1-2","1-2",5,2,14,4,1,2,0,0,2,4,15,12,3,6,27,"2-4","Y","Y","N",3,0,"Metz-Lille","Stéphanie Frappart",98,3,53,30,200,90,180,1590,18,159,318,588,540,1.1,0.8,0,1,0,0,1,1,0,0,0,10,10,10,10,20,200,76,0,88,0,76,88,164,76,37,37,1,88
"10","F1",2024-05-06,"Lille","Lyon",3,4,"A",2,0,"H",1.92,3.89,3.9,"2-0","3-4",8,5,11,7,3,1,0,0,4,4,14,14,7,8,28,"4-4","Y","Y","Y",4,0,"Lille-Lyon","Benoît Bastien",468,7,104,40,300,280,320,4160,56,728,832,3744,2240,0.9,2.4,1,1,0,0,2,0,0,0,10,10,20,20,0,20,400,202,0,35,0,202,35,237,28,35,28,0,149
"11","F1",2024-05-12,"Nantes","Lille",1,2,"A",0,2,"A",4.03,3.53,1.99,"0-2","1-2",9,5,12,3,4,2,0,0,5,4,17,7,3,9,24,"5-4","Y","Y","N",6,0,"Nantes-Lille","Eric Wattellier",73,3,57,60,800,180,540,3420,27,171,513,657,1620,0.7,1.5,2,1,0,0,2,1,0,0,20,10,30,20,10,30,900,211,0,125,0,211,125,336,33,44,33,0,102
"12","F1",2024-05-19,"Lille","Nice",2,2,"D",0,1,"A",1.61,4.01,5.09,"0-1","2-2",12,3,10,4,3,3,1,0,3,5,9,9,4,8,18,"3-5","Y","Y","Y",6,1,"Lille-Nice","Willy Delajod",228,4,75,85,1650,340,680,6375,32,300,600,1824,2720,1.2,0.9,0,0,0,0,3,3,1,0,0,0,0,55,30,85,0,210,196,241,0,406,241,647,58,64,58,0,129
"13","F1",2024-05-19,"Lille","Nice",2,2,"D",0,1,"A",1.61,4.01,5.09,"0-1","2-2",12,3,10,4,3,3,1,0,3,5,9,9,4,8,18,"3-5","Y","Y","Y",6,1,"Lille-Nice","Willy Delajod",159.916666666667,3.08333333333333,56.75,48.75,516.666666666667,157.083333333333,443.75,2840.41666666667,26.6666666666667,207.416666666667,518.416666666667,1384.41666666667,1392.5,1.38333333333333,1.25,0.75,0.583333333333333,0,0,1.25,1.58333333333333,0.0833333333333333,0.0833333333333333,7.5,5.83333333333333,13.3333333333333,14.5833333333333,17.9166666666667,32.5,333.333333333333,117.916666666667,16.3333333333333,128.75,12.8333333333333,134.25,141.583333333333,275.833333333333,40.3333333333333,46.3333333333333,31.75,0.416666666666667,102.416666666667
