"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","epl_goalmins","n","epl_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings","Home_xG","Away_xG","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","E0",2024-04-28,"Tottenham","Arsenal",2,3,"A",0,3,"A",4.19,4.07,1.81,"0-3","2-3",14,2,9,3,2,1,0,0,8,6,12,16,5,14,28,"8-6","Y","Y","Y",3,0,"Tottenham-Arsenal","M Oliver",231,5,65,30,200,150,420,1950,70,325,910,3234,2100,2.3,1,0,0,0,0,2,1,0,0,0,0,0,20,10,30,0,158,0,83,0,158,83,241,77,83,77,1,142
"2","E0",2024-05-02,"Chelsea","Tottenham",2,0,"H",1,0,"H",2.22,4.15,2.92,"1-0","2-0",16,5,19,3,0,1,0,0,4,9,12,16,2,13,28,"4-9","Y","N","N",1,0,"Chelsea-Tottenham","R Jones",96,2,29,10,0,20,130,290,26,58,377,1248,260,2.2,1.6,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,0,67,0,0,67,67,0,67,0,0,74
"3","E0",2024-05-05,"Liverpool","Tottenham",4,2,"H",2,0,"H",1.48,5.3,5.73,"2-0","4-2",25,13,11,6,1,4,0,0,8,3,14,12,6,11,26,"8-3","Y","Y","Y",5,0,"Liverpool-Tottenham","P Tierney",319,6,90,50,400,300,550,4500,66,540,990,3509,3300,3.3,1.2,0,1,0,0,1,3,0,0,0,10,10,10,30,40,400,92,0,211,0,92,211,303,92,44,44,0,148
"4","E0",2024-05-11,"Tottenham","Burnley",2,1,"H",1,1,"D",1.35,6.16,7.27,"1-1","2-1",21,9,7,3,3,5,0,0,9,3,10,14,3,12,24,"9-3","Y","Y","N",8,0,"Tottenham-Burnley","J Gillett",139,3,94,80,1500,240,960,7520,36,282,1128,1668,2880,2.7,0.7,0,1,0,0,3,4,0,0,0,10,10,30,40,70,700,189,0,280,0,189,280,469,47,11,11,0,121
"5","E0",2024-05-14,"Tottenham","Man City",0,2,"A",0,0,"D",7.15,6.3,1.36,"0-0","0-2",10,5,8,5,3,3,0,0,7,4,14,11,2,11,25,"7-4","Y","N","N",6,0,"Tottenham-Man City","C Kavanagh",141,2,18,60,900,120,660,1080,22,36,198,1551,1320,1.7,2.4,1,0,0,0,2,3,0,0,10,0,10,20,30,50,500,156,0,258,0,156,258,414,36,70,36,1,103
"6","E0",2024-05-19,"Sheffield United","Tottenham",0,3,"A",0,1,"A",7.16,6,1.35,"0-1","0-3",6,1,18,9,2,0,0,0,2,6,11,9,3,8,20,"2-6","Y","Y","N",2,0,"Sheffield United-Tottenham","A Madley",138,3,65,20,0,60,160,1300,24,195,520,1104,480,1,3.1,1,0,0,0,1,0,0,0,10,0,10,10,0,10,100,130,0,0,0,130,0,130,37,0,0,0,79
"7","E0",2024-05-19,"Sheffield United","Tottenham",0,3,"A",0,1,"A",7.16,6,1.35,"0-1","0-3",6,1,18,9,2,0,0,0,2,6,11,9,3,8,20,"2-6","Y","Y","N",2,0,"Sheffield United-Tottenham","A Madley",177.333333333333,3.5,60.1666666666667,41.6666666666667,500,148.333333333333,480,2773.33333333333,40.6666666666667,239.333333333333,687.166666666667,2052.33333333333,1723.33333333333,2.2,1.66666666666667,0.333333333333333,0.333333333333333,0,0,1.5,2,0,0,3.33333333333333,3.33333333333333,6.66666666666667,15,20,35,283.333333333333,120.833333333333,0,149.833333333333,0,120.833333333333,149.833333333333,270.666666666667,48.1666666666667,45.8333333333333,28,0.333333333333333,111.166666666667
