"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","epl_goalmins","n","epl_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings","Home_xG","Away_xG","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","E0",2024-04-21,"Everton","Nottm Forest",2,0,"H",1,0,"H",2.06,3.52,3.78,"1-0","2-0",7,4,8,3,3,2,0,0,6,4,15,9,2,10,24,"6-4","Y","N","N",5,0,"Everton-Nottm Forest","A Taylor",105,2,34,50,600,100,500,1700,20,68,340,1050,1000,0.3,0.9,0,0,0,0,4,2,0,0,0,0,0,40,20,60,0,344,0,181,0,344,181,525,74,80,74,0,85
"2","E0",2024-04-24,"Everton","Liverpool",2,0,"H",1,0,"H",7.49,5,1.42,"1-0","2-0",16,6,23,7,0,3,0,0,4,13,6,13,2,17,19,"4-13","Y","N","N",3,0,"Everton-Liverpool","A Madley",85,2,41,30,0,60,510,1230,34,82,697,1445,1020,1.2,2.1,0,1,0,0,0,2,0,0,0,10,10,0,20,20,200,0,0,224,0,0,224,224,0,37,0,0,96
"3","E0",2024-04-27,"Everton","Brentford",1,0,"H",0,0,"D",2.34,3.54,3.09,"0-0","1-0",18,1,10,4,1,2,0,0,6,6,10,12,1,12,22,"6-6","N","N","N",3,0,"Everton-Brentford","D England",60,1,27,30,200,30,360,810,12,27,324,720,360,0.8,0.9,0,1,0,0,1,1,0,0,0,10,10,10,10,20,200,74,0,134,0,74,134,208,74,43,43,0,66
"4","E0",2024-05-03,"Luton","Everton",1,1,"D",1,1,"D",2.71,3.52,2.63,"1-1","1-1",18,5,10,3,1,3,0,0,8,7,14,12,2,15,26,"8-7","Y","N","N",4,0,"Luton-Everton","T Robinson",55,2,20,40,300,80,600,800,30,40,300,825,1200,0.8,1.4,1,1,0,0,0,2,0,0,10,10,20,0,20,20,400,43,0,154,0,43,154,197,43,9,9,1,105
"5","E0",2024-05-11,"Everton","Sheffield United",1,0,"H",1,0,"H",1.4,5.3,7.47,"1-0","1-0",15,6,13,1,1,2,0,0,3,6,6,11,1,9,17,"3-6","N","N","N",3,0,"Everton-Sheffield United","S Attwell",31,1,16,30,200,30,270,480,9,16,144,279,270,2.3,0.6,1,1,0,0,0,1,0,0,10,10,20,0,10,10,200,36,0,90,0,36,90,126,36,36,36,0,57
"6","E0",2024-05-19,"Arsenal","Everton",2,1,"H",1,1,"D",1.17,8.37,15.6,"1-1","2-1",26,5,5,2,4,3,0,0,8,1,8,11,3,9,19,"8-1","Y","Y","N",7,0,"Arsenal-Everton","M Oliver",172,3,74,70,1200,210,630,5180,27,222,666,1548,1890,2.9,0.6,1,0,0,0,3,3,0,0,10,0,10,30,30,60,600,263,0,187,0,263,187,450,39,50,39,0,107
"7","E0",2024-04-25,"Brighton","Man City",0,4,"A",0,3,"A",6.84,4.9,1.45,"0-3","0-4",7,3,14,6,2,0,0,0,4,4,10,3,4,8,13,"4-4","Y","Y","Y",2,0,"Brighton-Man City","J Gillett",139,4,130,20,0,80,160,2600,32,520,1040,1112,640,0.6,1.4,1,0,0,0,1,0,0,0,10,0,10,10,0,10,100,111,0,0,0,111,0,111,35,0,0,0,94
"8","E0",2024-04-28,"Bournemouth","Brighton",3,0,"H",1,0,"H",2.27,3.85,2.99,"1-0","3-0",15,6,13,1,2,2,0,0,8,2,14,10,3,10,24,"8-2","Y","Y","N",4,0,"Bournemouth-Brighton","P Tierney",152,3,70,40,400,120,400,2800,30,210,700,1520,1200,1.9,0.9,1,0,0,0,1,2,0,0,10,0,10,10,20,30,300,65,0,125,0,65,125,190,8,59,8,0,95
"9","E0",2024-05-05,"Brighton","Aston Villa",1,0,"H",0,0,"D",2.75,3.76,2.48,"0-0","1-0",15,8,2,1,2,1,0,0,7,3,13,10,1,10,23,"7-3","N","N","N",3,0,"Brighton-Aston Villa","R Jones",87,1,9,30,200,30,300,270,10,9,90,870,300,2.5,0.1,0,0,0,0,2,1,0,0,0,0,0,20,10,30,0,112,0,99,0,112,99,211,49,99,49,1,70
"10","E0",2024-05-11,"Newcastle","Brighton",1,1,"D",1,1,"D",1.59,4.93,4.84,"1-1","1-1",18,7,15,4,3,4,0,0,8,4,9,16,2,12,25,"8-4","Y","N","N",7,0,"Newcastle-Brighton","D England",63,2,70,70,1200,140,840,4900,24,140,840,756,1680,2.2,1.4,0,1,0,0,3,3,0,0,0,10,10,30,30,60,600,260,0,275,0,260,275,535,79,49,49,0,101
"11","E0",2024-05-15,"Brighton","Chelsea",1,2,"A",0,1,"A",3.42,3.97,2.04,"0-1","1-2",12,2,13,6,2,2,0,1,4,6,13,14,3,10,27,"4-6","Y","Y","N",4,1,"Brighton-Chelsea","M Salisbury",188,3,56,65,900,195,650,3640,30,168,560,1880,1950,1.3,1.5,1,0,0,0,1,2,0,1,10,0,10,10,45,55,550,110,0,156,176,110,332,442,29,77,29,0,110
"12","E0",2024-05-19,"Brighton","Man United",0,2,"A",0,0,"D",2.18,4.09,2.98,"0-0","0-2",17,3,11,4,1,3,0,0,7,5,10,9,2,12,19,"7-5","Y","N","N",4,0,"Brighton-Man United","C Pawson",161,2,31,40,300,80,480,1240,24,62,372,1932,960,1.7,1.3,0,2,0,0,1,1,0,0,0,20,20,10,10,20,400,87,0,162,0,87,162,249,87,22,22,0,86
"13","E0",2024-05-19,"Brighton","Man United",0,2,"A",0,0,"D",2.18,4.09,2.98,"0-0","0-2",17,3,11,4,1,3,0,0,7,5,10,9,2,12,19,"7-5","Y","N","N",4,0,"Brighton-Man United","C Pawson",108.166666666667,2.16666666666667,48.1666666666667,42.9166666666667,458.333333333333,96.25,475,2137.5,23.5,130.333333333333,506.083333333333,1161.41666666667,1039.16666666667,1.54166666666667,1.09166666666667,0.5,0.583333333333333,0,0,1.41666666666667,1.66666666666667,0,0.0833333333333333,5,5.83333333333333,10.8333333333333,14.1666666666667,18.75,32.9166666666667,295.833333333333,125.416666666667,0,148.916666666667,14.6666666666667,125.416666666667,163.583333333333,289,46.0833333333333,46.75,29.8333333333333,0.166666666666667,89.3333333333333
