"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","epl_goalmins","n","epl_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings","Home_xG","Away_xG","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","E0",2024-04-21,"Aston Villa","Bournemouth",3,1,"H",1,1,"D",1.87,4.17,3.83,"1-1","3-1",14,4,14,6,1,3,0,0,8,4,8,14,4,12,22,"8-4","Y","Y","Y",4,0,"Aston Villa-Bournemouth","T Robinson",211,4,86,40,300,160,480,3440,48,344,1032,2532,1920,2.4,1.8,0,2,0,0,1,1,0,0,0,20,20,10,10,20,400,87,0,113,0,87,113,200,87,21,21,1,126
"2","E0",2024-04-24,"Wolves","Bournemouth",0,1,"A",0,1,"A",2.74,3.53,2.6,"0-1","0-1",15,4,21,6,4,1,0,1,8,12,10,17,1,20,27,"8-12","N","N","N",5,1,"Wolves-Bournemouth","S Attwell",37,1,24,75,1400,75,1500,1800,20,24,480,740,1500,0.5,1.9,2,0,0,0,2,1,0,1,20,0,20,20,35,55,1100,197,0,92,158,197,250,447,23,92,23,0,115
"3","E0",2024-04-28,"Bournemouth","Brighton",3,0,"H",1,0,"H",2.27,3.85,2.99,"1-0","3-0",15,6,13,1,2,2,0,0,8,2,14,10,3,10,24,"8-2","Y","Y","N",4,0,"Bournemouth-Brighton","P Tierney",152,3,70,40,400,120,400,2800,30,210,700,1520,1200,1.9,0.9,1,0,0,0,1,2,0,0,10,0,10,10,20,30,300,65,0,125,0,65,125,190,8,59,8,0,95
"4","E0",2024-05-04,"Arsenal","Bournemouth",3,0,"H",1,0,"H",1.2,7.76,12.56,"1-0","3-0",25,9,7,2,2,3,0,0,6,1,16,12,3,7,28,"6-1","Y","Y","N",5,0,"Arsenal-Bournemouth","D Coote",205,3,67,50,600,150,350,3350,21,201,469,1435,1050,3.3,0.5,0,1,0,0,2,2,0,0,0,10,10,20,20,40,400,119,0,200,0,119,200,319,59,21,21,1,101
"5","E0",2024-05-11,"Bournemouth","Brentford",1,2,"A",0,0,"D",1.96,4.07,3.57,"0-0","1-2",13,4,11,5,2,2,0,0,3,8,16,12,3,11,28,"3-8","Y","Y","N",4,0,"Bournemouth-Brentford","M Donohue",265,3,39,40,400,120,440,1560,33,117,429,2915,1320,0.7,1.1,1,0,0,0,1,2,0,0,10,0,10,10,20,30,300,103,0,183,0,103,183,286,47,85,47,0,98
"6","E0",2024-05-19,"Chelsea","Bournemouth",2,1,"H",1,0,"H",1.45,5.4,5.93,"1-0","2-1",16,6,22,5,2,3,0,0,6,5,5,9,3,11,14,"6-5","Y","Y","N",5,0,"Chelsea-Bournemouth","A Taylor",114,3,37,50,600,150,550,1850,33,111,407,1254,1650,1.1,2.2,1,2,0,0,1,1,0,0,10,20,30,10,10,20,600,106,0,137,0,106,137,243,28,27,27,0,103
"7","E0",2024-04-21,"Everton","Nottm Forest",2,0,"H",1,0,"H",2.06,3.52,3.78,"1-0","2-0",7,4,8,3,3,2,0,0,6,4,15,9,2,10,24,"6-4","Y","N","N",5,0,"Everton-Nottm Forest","A Taylor",105,2,34,50,600,100,500,1700,20,68,340,1050,1000,0.3,0.9,0,0,0,0,4,2,0,0,0,0,0,40,20,60,0,344,0,181,0,344,181,525,74,80,74,0,85
"8","E0",2024-04-24,"Everton","Liverpool",2,0,"H",1,0,"H",7.49,5,1.42,"1-0","2-0",16,6,23,7,0,3,0,0,4,13,6,13,2,17,19,"4-13","Y","N","N",3,0,"Everton-Liverpool","A Madley",85,2,41,30,0,60,510,1230,34,82,697,1445,1020,1.2,2.1,0,1,0,0,0,2,0,0,0,10,10,0,20,20,200,0,0,224,0,0,224,224,0,37,0,0,96
"9","E0",2024-04-27,"Everton","Brentford",1,0,"H",0,0,"D",2.34,3.54,3.09,"0-0","1-0",18,1,10,4,1,2,0,0,6,6,10,12,1,12,22,"6-6","N","N","N",3,0,"Everton-Brentford","D England",60,1,27,30,200,30,360,810,12,27,324,720,360,0.8,0.9,0,1,0,0,1,1,0,0,0,10,10,10,10,20,200,74,0,134,0,74,134,208,74,43,43,0,66
"10","E0",2024-05-03,"Luton","Everton",1,1,"D",1,1,"D",2.71,3.52,2.63,"1-1","1-1",18,5,10,3,1,3,0,0,8,7,14,12,2,15,26,"8-7","Y","N","N",4,0,"Luton-Everton","T Robinson",55,2,20,40,300,80,600,800,30,40,300,825,1200,0.8,1.4,1,1,0,0,0,2,0,0,10,10,20,0,20,20,400,43,0,154,0,43,154,197,43,9,9,1,105
"11","E0",2024-05-11,"Everton","Sheffield United",1,0,"H",1,0,"H",1.4,5.3,7.47,"1-0","1-0",15,6,13,1,1,2,0,0,3,6,6,11,1,9,17,"3-6","N","N","N",3,0,"Everton-Sheffield United","S Attwell",31,1,16,30,200,30,270,480,9,16,144,279,270,2.3,0.6,1,1,0,0,0,1,0,0,10,10,20,0,10,10,200,36,0,90,0,36,90,126,36,36,36,0,57
"12","E0",2024-05-19,"Arsenal","Everton",2,1,"H",1,1,"D",1.17,8.37,15.6,"1-1","2-1",26,5,5,2,4,3,0,0,8,1,8,11,3,9,19,"8-1","Y","Y","N",7,0,"Arsenal-Everton","M Oliver",172,3,74,70,1200,210,630,5180,27,222,666,1548,1890,2.9,0.6,1,0,0,0,3,3,0,0,10,0,10,30,30,60,600,263,0,187,0,263,187,450,39,50,39,0,107
"13","E0",2024-05-19,"Arsenal","Everton",2,1,"H",1,1,"D",1.17,8.37,15.6,"1-1","2-1",26,5,5,2,4,3,0,0,8,1,8,11,3,9,19,"8-1","Y","Y","N",7,0,"Arsenal-Everton","M Oliver",124.333333333333,2.33333333333333,44.5833333333333,45.4166666666667,516.666666666667,107.083333333333,549.166666666667,2083.33333333333,26.4166666666667,121.833333333333,499,1355.25,1198.33333333333,1.51666666666667,1.24166666666667,0.666666666666667,0.75,0,0,1.33333333333333,1.66666666666667,0,0.0833333333333333,6.66666666666667,7.5,14.1666666666667,13.3333333333333,18.75,32.0833333333333,391.666666666667,119.75,0,151.666666666667,13.1666666666667,119.75,164.833333333333,284.583333333333,43.1666666666667,46.6666666666667,29,0.25,96.1666666666667
