"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","epl_goalmins","n","epl_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings","Home_xG","Away_xG","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","E0",2024-04-14,"West Ham","Fulham",0,2,"A",0,1,"A",2.4,3.66,2.91,"0-1","0-2",15,4,18,10,1,2,0,0,8,3,6,13,2,11,19,"8-3","Y","N","N",3,0,"West Ham-Fulham","S Attwell",81,2,36,30,200,60,330,1080,22,72,396,891,660,0.9,3.2,0,0,0,0,1,2,0,0,0,0,0,10,20,30,0,97,0,142,0,97,142,239,97,61,61,0,78
"2","E0",2024-04-21,"Fulham","Liverpool",1,3,"A",1,1,"D",5.14,4.66,1.59,"1-1","1-3",12,5,14,7,3,0,0,0,1,4,5,11,4,5,16,"1-4","Y","Y","Y",3,0,"Fulham-Liverpool","C Pawson",202,4,145,30,0,120,150,4350,20,580,725,1010,600,0.8,1,2,0,0,0,1,0,0,0,20,0,20,10,0,10,200,148,0,0,0,148,0,148,30,0,0,0,90
"3","E0",2024-04-27,"Fulham","Crystal Palace",1,1,"D",0,0,"D",2.14,3.63,3.43,"0-0","1-1",9,2,14,4,0,2,0,0,5,9,11,15,2,14,26,"5-9","Y","N","N",2,0,"Fulham-Crystal Palace","S Attwell",139,2,34,20,0,40,280,680,28,68,476,1946,560,1.1,1,0,0,0,0,0,2,0,0,0,0,0,0,20,20,0,0,0,173,0,0,173,173,0,83,0,0,82
"4","E0",2024-05-04,"Brentford","Fulham",0,0,"D",0,0,"D",2.13,3.85,3.27,"0-0","0-0",7,3,15,3,1,1,0,0,7,6,3,6,0,13,9,"7-6","N","N","N",2,0,"Brentford-Fulham","G Scott",0,0,0,20,100,0,260,0,0,0,0,0,0,0.6,1.3,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,67,0,89,0,67,89,156,67,89,67,0,49
"5","E0",2024-05-11,"Fulham","Man City",0,4,"A",0,1,"A",12.95,7.04,1.21,"0-1","0-4",1,1,16,9,1,0,1,0,1,7,9,6,4,8,15,"1-7","Y","Y","Y",1,1,"Fulham-Man City","A Taylor",233,4,114,35,0,140,280,3990,32,456,912,1864,1120,0.1,3.2,0,0,0,0,2,0,0,0,0,0,0,20,0,20,0,168,0,0,0,168,0,168,78,0,0,1,114
"6","E0",2024-05-19,"Luton","Fulham",2,4,"A",1,2,"A",2.93,3.92,2.26,"1-2","2-4",15,6,15,7,5,4,0,0,4,4,15,20,6,8,35,"4-4","Y","Y","Y",9,0,"Luton-Fulham","M Donohue",305,6,87,90,2000,540,720,7830,48,522,696,2440,4320,2,1.1,1,1,0,0,4,3,0,0,10,10,20,40,30,70,1400,289,0,237,0,289,237,526,34,22,22,1,169
"7","E0",2024-05-19,"Luton","Fulham",2,4,"A",1,2,"A",2.93,3.92,2.26,"1-2","2-4",15,6,15,7,5,4,0,0,4,4,15,20,6,8,35,"4-4","Y","Y","Y",9,0,"Luton-Fulham","M Donohue",160,3,69.3333333333333,37.5,383.333333333333,150,336.666666666667,2988.33333333333,25,283,534.166666666667,1358.5,1210,0.916666666666667,1.8,0.5,0.166666666666667,0,0,1.5,1.33333333333333,0,0,5,1.66666666666667,6.66666666666667,15,13.3333333333333,28.3333333333333,266.666666666667,128.166666666667,0,106.833333333333,0,128.166666666667,106.833333333333,235,51,42.5,25,0.333333333333333,97
