"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","seriea_goalmins","n","seriea_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings","Home_xG","Away_xG","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","I1",2024-04-20,"Empoli","Napoli",1,0,"H",1,0,"H",5.1,4.06,1.68,"1-0","1-0",7,1,9,1,2,2,0,0,2,8,14,12,1,10,26,"2-8","N","N","N",4,0,"Empoli-Napoli","Gianluca Manganiello",4,1,17,40,400,40,400,680,10,17,170,40,400,0.9,0.6,0,1,0,0,2,1,0,0,0,10,10,20,10,30,300,112,0,130,0,112,130,242,54,37,37,0,65
"2","I1",2024-04-28,"Napoli","Roma",2,2,"D",0,0,"D",2,3.67,3.83,"0-0","2-2",27,9,10,4,2,0,0,0,9,2,11,5,4,11,16,"9-2","Y","Y","Y",2,0,"Napoli-Roma","Simone Sozza",297,4,56,20,0,80,220,1120,44,224,616,3267,880,3,1.6,0,0,0,0,2,0,0,0,0,0,0,20,0,20,0,155,0,0,0,155,0,155,75,0,0,2,123
"3","I1",2024-05-06,"Udinese","Napoli",1,1,"D",0,0,"D",3.74,3.73,2,"0-0","1-1",10,2,12,4,0,0,0,0,7,5,13,10,2,12,23,"7-5","Y","N","N",0,0,"Udinese-Napoli","Gianluca Aureliano",141,2,16,0,0,0,0,0,24,32,192,1692,0,0.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"4","I1",2024-05-11,"Napoli","Bologna",0,2,"A",0,2,"A",2.14,3.45,3.42,"0-2","0-2",16,6,11,4,2,1,0,0,9,3,15,12,2,12,27,"9-3","Y","N","N",3,0,"Napoli-Bologna","Luca Pairetto",21,2,14,30,200,60,360,420,24,28,168,252,720,1.5,1.4,1,0,0,0,1,1,0,0,10,0,10,10,10,20,200,80,0,71,0,80,71,151,33,71,33,1,91
"5","I1",2024-05-17,"Fiorentina","Napoli",2,2,"D",2,1,"H",2.33,3.58,3.13,"2-1","2-2",14,5,15,3,1,2,0,0,5,3,16,14,4,8,30,"5-3","Y","Y","Y",3,0,"Fiorentina-Napoli","Matteo Marchetti",147,4,111,30,200,120,240,3330,32,444,888,1176,960,0.6,1.2,0,1,0,0,1,1,0,0,0,10,10,10,10,20,200,84,0,111,0,84,111,195,84,41,41,0,99
"6","I1",2024-05-26,"Napoli","Lecce",0,0,"D",0,0,"D",1.43,4.95,6.9,"0-0","0-0",24,5,10,0,0,0,0,0,4,1,10,17,0,5,27,"4-1","N","N","N",0,0,"Napoli-Lecce","Federico Dionisi",0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"7","I1",2024-04-22,"Roma","Bologna",1,3,"A",0,2,"A",2.41,3.16,3.31,"0-2","1-3",14,5,11,3,5,2,0,0,8,2,8,12,4,10,20,"8-2","Y","Y","Y",7,0,"Roma-Bologna","Fabio Maresca",180,4,99,70,1000,280,700,6930,40,396,990,1800,2800,2,1.1,4,1,0,0,1,1,0,0,40,10,50,10,10,20,1000,155,0,69,0,155,69,224,6,6,6,0,125
"8","I1",2024-04-28,"Bologna","Udinese",1,1,"D",0,1,"A",1.62,3.85,6.27,"0-1","1-1",15,4,11,4,3,7,1,0,10,3,11,21,2,13,32,"10-3","Y","N","N",10,1,"Bologna-Udinese","Juan Sacchi",123,2,88,125,3850,250,1625,11000,26,176,1144,1599,3250,0.7,0.7,0,1,0,0,2,6,0,0,0,10,10,20,60,80,800,130,0,476,0,130,476,606,55,42,42,0,134
"9","I1",2024-05-03,"Torino","Bologna",0,0,"D",0,0,"D",2.86,3.01,2.9,"0-0","0-0",8,1,5,1,2,2,0,0,2,4,14,11,0,6,25,"2-4","N","N","N",4,0,"Torino-Bologna","Simone Sozza",0,0,0,40,400,0,240,0,0,0,0,0,0,0.7,0.2,1,1,0,0,1,1,0,0,10,10,20,10,10,20,400,58,0,65,0,58,65,123,8,13,8,0,38
"10","I1",2024-05-11,"Napoli","Bologna",0,2,"A",0,2,"A",2.14,3.45,3.42,"0-2","0-2",16,6,11,4,2,1,0,0,9,3,15,12,2,12,27,"9-3","Y","N","N",3,0,"Napoli-Bologna","Luca Pairetto",21,2,14,30,200,60,360,420,24,28,168,252,720,1.5,1.4,1,0,0,0,1,1,0,0,10,0,10,10,10,20,200,80,0,71,0,80,71,151,33,71,33,1,91
