"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","seriea_goalmins","n","seriea_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings","Home_xG","Away_xG","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","I1",2024-04-22,"Roma","Bologna",1,3,"A",0,2,"A",2.41,3.16,3.31,"0-2","1-3",14,5,11,3,5,2,0,0,8,2,8,12,4,10,20,"8-2","Y","Y","Y",7,0,"Roma-Bologna","Fabio Maresca",180,4,99,70,1000,280,700,6930,40,396,990,1800,2800,2,1.1,4,1,0,0,1,1,0,0,40,10,50,10,10,20,1000,155,0,69,0,155,69,224,6,6,6,0,125
"2","I1",2024-04-28,"Bologna","Udinese",1,1,"D",0,1,"A",1.62,3.85,6.27,"0-1","1-1",15,4,11,4,3,7,1,0,10,3,11,21,2,13,32,"10-3","Y","N","N",10,1,"Bologna-Udinese","Juan Sacchi",123,2,88,125,3850,250,1625,11000,26,176,1144,1599,3250,0.7,0.7,0,1,0,0,2,6,0,0,0,10,10,20,60,80,800,130,0,476,0,130,476,606,55,42,42,0,134
"3","I1",2024-05-03,"Torino","Bologna",0,0,"D",0,0,"D",2.86,3.01,2.9,"0-0","0-0",8,1,5,1,2,2,0,0,2,4,14,11,0,6,25,"2-4","N","N","N",4,0,"Torino-Bologna","Simone Sozza",0,0,0,40,400,0,240,0,0,0,0,0,0,0.7,0.2,1,1,0,0,1,1,0,0,10,10,20,10,10,20,400,58,0,65,0,58,65,123,8,13,8,0,38
"4","I1",2024-05-11,"Napoli","Bologna",0,2,"A",0,2,"A",2.14,3.45,3.42,"0-2","0-2",16,6,11,4,2,1,0,0,9,3,15,12,2,12,27,"9-3","Y","N","N",3,0,"Napoli-Bologna","Luca Pairetto",21,2,14,30,200,60,360,420,24,28,168,252,720,1.5,1.4,1,0,0,0,1,1,0,0,10,0,10,10,10,20,200,80,0,71,0,80,71,151,33,71,33,1,91
"5","I1",2024-05-20,"Bologna","Juventus",3,3,"D",2,0,"H",2.48,3.1,3.26,"2-0","3-3",10,5,11,4,1,5,0,0,3,2,8,21,6,5,29,"3-2","Y","Y","Y",6,0,"Bologna-Juventus","Giovanni Ayroldi",309,6,120,60,500,360,300,7200,30,720,600,1545,1800,1.4,0.7,0,2,0,0,1,3,0,0,0,20,20,10,30,40,800,82,0,275,0,82,275,357,82,26,26,0,135
"6","I1",2024-05-24,"Genoa","Bologna",2,0,"H",1,0,"H",3.52,3.33,2.2,"1-0","2-0",14,3,11,1,1,2,0,0,3,6,11,11,2,9,22,"3-6","Y","N","N",3,0,"Genoa-Bologna","Alberto Santoro",72,2,26,30,200,60,270,780,18,52,234,648,540,1.5,1,0,0,0,0,1,2,0,0,0,0,0,10,20,30,0,67,0,120,0,67,120,187,67,56,56,0,72
"7","I1",2024-04-25,"Udinese","Roma",1,2,"A",1,0,"H",3.44,3.25,2.3,"1-0","1-2",9,3,19,5,3,2,0,0,5,8,15,10,3,13,25,"5-8","Y","Y","N",5,0,"Udinese-Roma","Luca Pairetto",177,3,131,50,600,150,650,6550,39,393,1703,2301,1950,0.6,1.4,1,0,0,0,2,2,0,0,10,0,10,20,20,40,400,155,0,162,0,155,162,317,31,69,31,0,109
"8","I1",2024-04-28,"Bologna","Udinese",1,1,"D",0,1,"A",1.62,3.85,6.27,"0-1","1-1",15,4,11,4,3,7,1,0,10,3,11,21,2,13,32,"10-3","Y","N","N",10,1,"Bologna-Udinese","Juan Sacchi",123,2,88,125,3850,250,1625,11000,26,176,1144,1599,3250,0.7,0.7,0,1,0,0,2,6,0,0,0,10,10,20,60,80,800,130,0,476,0,130,476,606,55,42,42,0,134
"9","I1",2024-05-06,"Udinese","Napoli",1,1,"D",0,0,"D",3.74,3.73,2,"0-0","1-1",10,2,12,4,0,0,0,0,7,5,13,10,2,12,23,"7-5","Y","N","N",0,0,"Udinese-Napoli","Gianluca Aureliano",141,2,16,0,0,0,0,0,24,32,192,1692,0,0.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"10","I1",2024-05-13,"Lecce","Udinese",0,2,"A",0,1,"A",2.65,2.93,2.93,"0-1","0-2",9,2,16,3,2,1,0,0,8,2,12,11,2,10,23,"8-2","Y","N","N",3,0,"Lecce-Udinese","Davide Massa",121,2,41,30,200,60,300,1230,20,82,410,1210,600,0.4,1.4,1,0,0,0,1,1,0,0,10,0,10,10,10,20,200,74,0,60,0,74,60,134,17,60,17,0,75
"11","I1",2024-05-19,"Udinese","Empoli",1,1,"D",0,0,"D",2.06,3.34,4.02,"0-0","1-1",8,2,4,1,1,7,0,1,5,5,14,18,2,10,32,"5-5","Y","N","N",8,1,"Udinese-Empoli","Daniele Orsato",180,2,34,105,950,210,1050,3570,20,68,340,1800,2100,1.2,0.8,1,1,0,0,0,5,0,0,10,10,20,0,50,50,1000,34,0,396,0,34,396,430,34,4,4,2,135
"12","I1",2024-05-26,"Frosinone","Udinese",0,1,"A",0,0,"D",2.46,3.11,3.22,"0-0","0-1",21,5,10,5,0,2,0,0,11,1,6,13,1,12,19,"11-1","N","N","N",2,0,"Frosinone-Udinese","Daniele Doveri",76,1,9,20,0,20,240,180,12,9,108,912,240,0.8,0.7,0,0,0,0,0,2,0,0,0,0,0,0,20,20,0,0,0,143,0,0,143,143,0,66,0,0,61
"13","I1",2024-05-26,"Frosinone","Udinese",0,1,"A",0,0,"D",2.46,3.11,3.22,"0-0","0-1",21,5,10,5,0,2,0,0,11,1,6,13,1,12,19,"11-1","N","N","N",2,0,"Frosinone-Udinese","Daniele Doveri",126.916666666667,2.33333333333333,55.5,57.0833333333333,979.166666666667,141.666666666667,613.333333333333,4071.66666666667,23.25,177.666666666667,586.083333333333,1279.83333333333,1437.5,1.01666666666667,0.908333333333333,0.75,0.583333333333333,0,0,1,2.5,0,0,7.5,5.83333333333333,13.3333333333333,10,25,35,466.666666666667,80.4166666666667,0,192.75,0,80.4166666666667,192.75,273.166666666667,32.3333333333333,37.9166666666667,22.0833333333333,0.25,97.9166666666667
