"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","seriea_goalmins","n","seriea_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings","Home_xG","Away_xG","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","I1",2024-04-25,"Udinese","Roma",1,2,"A",1,0,"H",3.44,3.25,2.3,"1-0","1-2",9,3,19,5,3,2,0,0,5,8,15,10,3,13,25,"5-8","Y","Y","N",5,0,"Udinese-Roma","Luca Pairetto",177,3,131,50,600,150,650,6550,39,393,1703,2301,1950,0.6,1.4,1,0,0,0,2,2,0,0,10,0,10,20,20,40,400,155,0,162,0,155,162,317,31,69,31,0,109
"2","I1",2024-04-28,"Bologna","Udinese",1,1,"D",0,1,"A",1.62,3.85,6.27,"0-1","1-1",15,4,11,4,3,7,1,0,10,3,11,21,2,13,32,"10-3","Y","N","N",10,1,"Bologna-Udinese","Juan Sacchi",123,2,88,125,3850,250,1625,11000,26,176,1144,1599,3250,0.7,0.7,0,1,0,0,2,6,0,0,0,10,10,20,60,80,800,130,0,476,0,130,476,606,55,42,42,0,134
"3","I1",2024-05-06,"Udinese","Napoli",1,1,"D",0,0,"D",3.74,3.73,2,"0-0","1-1",10,2,12,4,0,0,0,0,7,5,13,10,2,12,23,"7-5","Y","N","N",0,0,"Udinese-Napoli","Gianluca Aureliano",141,2,16,0,0,0,0,0,24,32,192,1692,0,0.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"4","I1",2024-05-13,"Lecce","Udinese",0,2,"A",0,1,"A",2.65,2.93,2.93,"0-1","0-2",9,2,16,3,2,1,0,0,8,2,12,11,2,10,23,"8-2","Y","N","N",3,0,"Lecce-Udinese","Davide Massa",121,2,41,30,200,60,300,1230,20,82,410,1210,600,0.4,1.4,1,0,0,0,1,1,0,0,10,0,10,10,10,20,200,74,0,60,0,74,60,134,17,60,17,0,75
"5","I1",2024-05-19,"Udinese","Empoli",1,1,"D",0,0,"D",2.06,3.34,4.02,"0-0","1-1",8,2,4,1,1,7,0,1,5,5,14,18,2,10,32,"5-5","Y","N","N",8,1,"Udinese-Empoli","Daniele Orsato",180,2,34,105,950,210,1050,3570,20,68,340,1800,2100,1.2,0.8,1,1,0,0,0,5,0,0,10,10,20,0,50,50,1000,34,0,396,0,34,396,430,34,4,4,2,135
"6","I1",2024-05-26,"Frosinone","Udinese",0,1,"A",0,0,"D",2.46,3.11,3.22,"0-0","0-1",21,5,10,5,0,2,0,0,11,1,6,13,1,12,19,"11-1","N","N","N",2,0,"Frosinone-Udinese","Daniele Doveri",76,1,9,20,0,20,240,180,12,9,108,912,240,0.8,0.7,0,0,0,0,0,2,0,0,0,0,0,0,20,20,0,0,0,143,0,0,143,143,0,66,0,0,61
"7","I1",2024-04-19,"Cagliari","Juventus",2,2,"D",2,0,"H",5.16,3.58,1.79,"2-0","2-2",9,4,11,3,2,3,0,0,4,3,16,15,4,7,31,"4-3","Y","Y","Y",5,0,"Cagliari-Juventus","Marco Piccinini",214,4,109,50,600,200,350,5450,28,436,763,1498,1400,2.2,0.7,1,2,0,0,1,1,0,0,10,20,30,10,10,20,600,107,0,130,0,107,130,237,47,35,35,2,126
"8","I1",2024-04-29,"Genoa","Cagliari",3,0,"H",2,0,"H",2.33,3.11,3.53,"2-0","3-0",12,5,12,1,0,2,0,0,2,4,12,14,3,6,26,"2-4","Y","Y","N",2,0,"Genoa-Cagliari","Federico Dionisi",107,3,45,20,0,60,120,900,18,135,270,642,360,1.2,1.1,0,0,0,0,0,2,0,0,0,0,0,0,20,20,0,0,0,130,0,0,130,130,0,58,0,0,73
"9","I1",2024-05-05,"Cagliari","Lecce",1,1,"D",1,0,"H",2.2,3.18,3.77,"1-0","1-1",9,3,16,3,4,4,1,0,3,10,9,15,2,13,24,"3-10","Y","N","N",8,1,"Cagliari-Lecce","Matteo Marcenaro",110,2,35,105,2600,210,1365,3675,26,70,455,1430,2730,1,1.8,0,1,1,0,4,3,0,0,25,10,35,40,30,70,2450,292,88,198,0,380,198,578,64,14,14,0,124
"10","I1",2024-05-11,"Milan","Cagliari",5,1,"H",1,0,"H",1.41,4.95,6.91,"1-0","5-1",17,10,13,7,2,1,0,0,6,3,11,9,6,9,20,"6-3","Y","Y","Y",3,0,"Milan-Cagliari","Simone Sozza",400,6,58,30,200,180,270,1740,54,348,522,3600,1620,3.3,1.5,2,0,0,0,0,1,0,0,20,0,20,0,10,10,200,61,0,69,0,61,69,130,28,69,28,0,132
