"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","seriea_goalmins","n","seriea_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings","Home_xG","Away_xG","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","I1",2024-04-20,"Verona","Udinese",1,0,"H",0,0,"D",2.63,3.05,3.08,"0-0","1-0",16,4,18,1,2,2,0,0,10,6,18,12,1,16,30,"10-6","N","N","N",4,0,"Verona-Udinese","Marco Guida",90,1,42,40,400,40,640,1680,16,42,672,1440,640,0.8,1.7,2,2,0,0,0,0,0,0,20,20,40,0,0,0,0,27,0,45,0,27,45,72,13,16,13,0,83
"2","I1",2024-04-27,"Lazio","Verona",1,0,"H",0,0,"D",1.66,3.96,5.53,"0-0","1-0",17,5,7,1,4,4,0,0,4,2,13,18,1,6,31,"4-2","N","N","N",8,0,"Lazio-Verona","Davide Massa",72,1,20,80,1600,80,480,1600,6,20,120,432,480,1.1,0.6,1,0,0,0,3,4,0,0,10,0,10,30,40,70,700,252,0,324,0,252,324,576,38,71,38,0,73
"3","I1",2024-05-05,"Verona","Fiorentina",2,1,"H",1,1,"D",3.2,3.26,2.42,"1-1","2-1",9,4,13,4,2,1,0,0,1,2,12,11,3,3,23,"1-2","Y","Y","N",3,0,"Verona-Fiorentina","Antonio Rapuano",114,3,42,30,200,90,90,1260,9,126,126,342,270,1.9,0.9,0,0,0,0,2,1,0,0,0,0,0,20,10,30,0,125,0,77,0,125,77,202,46,77,46,1,79
"4","I1",2024-05-12,"Verona","Torino",1,2,"A",0,0,"D",3.07,3.01,2.56,"0-0","1-2",13,5,6,2,3,2,1,0,7,4,19,15,3,11,34,"7-4","Y","Y","N",5,1,"Verona-Torino","Livio Marinelli",227,3,101,75,1100,225,825,7575,33,303,1111,2497,2475,1.2,0.5,2,0,0,0,1,2,1,0,20,0,20,35,20,55,1100,175,192,186,0,367,186,553,38,93,38,0,118
"5","I1",2024-05-20,"Salernitana","Verona",1,2,"A",0,2,"A",5.1,3.98,1.69,"0-2","1-2",9,1,17,5,3,2,0,0,4,6,14,19,3,10,33,"4-6","Y","Y","N",5,0,"Salernitana-Verona","Marco Di Bello",157,3,146,50,600,150,500,7300,30,438,1460,1570,1500,0.6,2.1,1,0,0,0,2,2,0,0,10,0,10,20,20,40,400,158,0,129,0,158,129,287,14,56,14,0,100
"6","I1",2024-05-26,"Verona","Inter",2,2,"D",2,2,"D",5.69,4.47,1.55,"2-2","2-2",18,8,15,11,1,1,0,0,9,3,17,8,4,12,25,"9-3","Y","Y","Y",2,0,"Verona-Inter","Luca Zufferli",108,4,64,20,100,80,240,1280,48,256,768,1296,960,1.7,2.4,1,0,0,0,0,1,0,0,10,0,10,0,10,10,100,30,0,60,0,30,60,90,30,60,30,0,106
"7","I1",2024-04-20,"Empoli","Napoli",1,0,"H",1,0,"H",5.1,4.06,1.68,"1-0","1-0",7,1,9,1,2,2,0,0,2,8,14,12,1,10,26,"2-8","N","N","N",4,0,"Empoli-Napoli","Gianluca Manganiello",4,1,17,40,400,40,400,680,10,17,170,40,400,0.9,0.6,0,1,0,0,2,1,0,0,0,10,10,20,10,30,300,112,0,130,0,112,130,242,54,37,37,0,65
"8","I1",2024-04-28,"Napoli","Roma",2,2,"D",0,0,"D",2,3.67,3.83,"0-0","2-2",27,9,10,4,2,0,0,0,9,2,11,5,4,11,16,"9-2","Y","Y","Y",2,0,"Napoli-Roma","Simone Sozza",297,4,56,20,0,80,220,1120,44,224,616,3267,880,3,1.6,0,0,0,0,2,0,0,0,0,0,0,20,0,20,0,155,0,0,0,155,0,155,75,0,0,2,123
"9","I1",2024-05-06,"Udinese","Napoli",1,1,"D",0,0,"D",3.74,3.73,2,"0-0","1-1",10,2,12,4,0,0,0,0,7,5,13,10,2,12,23,"7-5","Y","N","N",0,0,"Udinese-Napoli","Gianluca Aureliano",141,2,16,0,0,0,0,0,24,32,192,1692,0,0.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"10","I1",2024-05-11,"Napoli","Bologna",0,2,"A",0,2,"A",2.14,3.45,3.42,"0-2","0-2",16,6,11,4,2,1,0,0,9,3,15,12,2,12,27,"9-3","Y","N","N",3,0,"Napoli-Bologna","Luca Pairetto",21,2,14,30,200,60,360,420,24,28,168,252,720,1.5,1.4,1,0,0,0,1,1,0,0,10,0,10,10,10,20,200,80,0,71,0,80,71,151,33,71,33,1,91
"11","I1",2024-05-17,"Fiorentina","Napoli",2,2,"D",2,1,"H",2.33,3.58,3.13,"2-1","2-2",14,5,15,3,1,2,0,0,5,3,16,14,4,8,30,"5-3","Y","Y","Y",3,0,"Fiorentina-Napoli","Matteo Marchetti",147,4,111,30,200,120,240,3330,32,444,888,1176,960,0.6,1.2,0,1,0,0,1,1,0,0,0,10,10,10,10,20,200,84,0,111,0,84,111,195,84,41,41,0,99
"12","I1",2024-05-26,"Napoli","Lecce",0,0,"D",0,0,"D",1.43,4.95,6.9,"0-0","0-0",24,5,10,0,0,0,0,0,4,1,10,17,0,5,27,"4-1","N","N","N",0,0,"Napoli-Lecce","Federico Dionisi",0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
